MATCH_URL,NAME,AGE,SINARHARIAN_AGE,BERNAMA_AGE,GENDER
https://prn.bernama.com/penamaan/index-en.php?n=10,CHUA WEI KIAT,,,34,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,AIDA NAZEERA ABD RAHMAN,,,30,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,ANFAAL SAARI,,,43,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,ZAIDY ABDUL TALIB,,,51,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,SUMAN GOPAL,,,35,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MUHAMMAD HANIF JAMALUDDIN,,,36,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,AMIRUDIN SHARI,,,43,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MOHAMED SALIM MOHAMED ALI,,,53,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MUHAMMAD HILMAN IDHAM,,,34,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MEGAT ZULKARNAIN OMARDIN,,,53,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MOHAMED AZMIN ALI,,,58,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,JUWAIRIYA ZULKIFLI,,,38,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MELANIE TING YI-HLIN,,,23,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,SASHA LYNA ABDUL LATIF,,,40,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MOHD.KAMRI KAMARUDDIN,,,54,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,SYED AHMAD ABDUL RAHMAN ALHADAD,,,44,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,SHARIFAH HASLIZAH SYED ARIFFIN,,,45,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,NOOR FARALISA REDZUAN,,,41,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,FAZIL MOHAMAD DALI,,,47,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,SIVANESWARAN RAMASUNDRAM,,,48,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,IZHAM HASHIM,,,61,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,CHEW HAN KEAI,,,43,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,YEW JIA HAUR,,,44,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,JOHAN ABD AZIZ,,,56,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,AL HAFIZ IKHWAN MOHAMAD ASAAD,,,33,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,AZHAR HAMBALI,,,53,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,WAN ZULAIKA ANUA,,,48,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,NUSHI MAHFODZ,,,47,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,CHEONG KIAN YOUNG,,,58,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,LIEW SIN KIM,,,64,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,ARUTCHELVAN SUBRAMANIAMS,,,56,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MOHD SHAFIE NGAH,,,56,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MAZWAN JOHAR,,,54,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,ONG CHUN WEI,,,34,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,LAI CHOON WEN,,,43,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,LIAU WEI JIAN,,,30,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,WONG JUNG LIK,,,40,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,WONG SIEW KI,,,37,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,AMIR HARIRI ABD HADI,,,32,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MOHD SHUKOR MUSTAFFA,,,54,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,ABBAS SALIMMI CHE ADZMI @ AZMI,,,43,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,NG SZE HAN,,,51,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,WONG YONG KANG,,,49,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MICHELLE NG MEI SZE,,,33,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,GANA PRAGASAM SEBASTIAN,,,54,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,ZAYD SHAUKAT ALI,,,26,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,HARINDRAN KRISHNAN,,,28,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,CHEW CHUAN YANG,,,33,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MOHAMMAD FAHMI NGAH,,,48,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MOHD ZUBIR EMBONG,,,51,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,AHMAD AKHIR PAWAN CHIK,,,55,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,AFIF BAHARDIN,,,38,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,KALYANA RAJASEKARAN TEAGARAJAN,,,44,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,NALLAN DHANABALAN,,,50,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,RAJIV RISHYAKARAN,,,41,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,CHIN YOKE KHENG,,,42,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,LIM YI WEI,,,33,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,JAMALIAH JAMALUDDIN,,,34,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,LIM HOOI SEAN,,,27,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,NUR ALIFF MOHD TAFID,,,28,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MUNIRAA ABU BAKAR,,,37,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,PUA PEI LING,,,31,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,AB HALIM TAMURI,,,55,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MOHD KHAIRUDDIN OTHMAN,,,51,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,NURHASLINDA BASRI,,,34,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MUHAMMAD IZUAN AHMAD KASIM,,,32,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MOHD RADZLAN JALALUDIN,,,43,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,SIVARAJAN ARUMUGAM,,,53,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MOHAMED SUKRI OMAR,,,36,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MOHD NAJWAN HALIMI,,,38,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,AZAD AKBAR KHAN,,,35,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,SAIYIDAH IZZATI NUR BT RAZAK MAIDEEN,,,35,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,DANIAL AL-RASHID HARON AMINAR RASHID,,,36,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,RINA MOHD HARUN,,,50,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,HASNIZAM ADHAM,,,49,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,SIVARANJANI MANICKAM,,,41,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MARIAM ABDUL RASHID,,,62,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,ERNY AFRISHAH AZIZI,,,25,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,NOOR NAJHAN MOHAMAD SALLEH,,,51,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,ABDUL RASHID ASARI,,,71,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MOHD ROSLEE ABD HAMID,,,54,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MOHAMAD EZAM MOHD NOR,,,56,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,QUAH PERNG FEI,,,48,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,TAN SENG HUAT,,,44,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,WAN HASRINA WAN HASSAN,,,58,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,SYED AHMAD PUTRA SYED ISA,,,57,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,AZMIZAM ZAMAN HURI,,,50,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,LEONG TUCK CHEE,,,47,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,GUNALAN BALAKRISHNAN,,,47,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,TAN KANG YAP,,,60,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,GUNARAJAH R GEORGE,,,59,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,PARAMESWARAN GANASON,,,66,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,THANUSHA RAMANIESWARAN,,,24,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,JEICHANDRAN WADIVELU,,,43,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MOHD ZAWAWI AHMAD MUGHNI,,,52,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,WAN DZAHANURIN AHMAD,,,59,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,AFRIENA SHAQIRA SARIFF,,,25,FEMALE
https://prn.bernama.com/penamaan/index-en.php?n=10,PREAKAS SAMPUNATHAN,,,41,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,CHEW JYH GANG,,,54,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,K GUNASEKARAN KUPPAN,,,52,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,AHMAD YUNUS HAIRI,,,58,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MOHD AL-HAFIZI ABU BAKAR,,,37,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,ANG WEI YANG,,,23,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,SARAVANAN MUTTO KRISHNAN,,,48,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,PAPPARAIDU VERAMAN,,,48,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,ROSNIZAN AHMAD,,,50,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,HASNUL BAHARUDDIN,,,55,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,SABIRIN MARSONO,,,55,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,BORHAN AMAN SHAH,,,61,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,DARREN ONG CHUNG LEE,,,36,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,NOORAZLI SAID,,,44,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,MOHD DAUD LEONG ABDULLAH,,,58,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,JAMIL SALLEH,,,64,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,SUHAIMI MOHD GHAZALI,,,55,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,LWI KIAN KEONG,,,47,MALE
https://prn.bernama.com/penamaan/index-en.php?n=10,NAGESWARAN RAVI,,,34,MALE
