UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CONSTITUENCY CODE,PARLIAMENTARY CONSTITUENCY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH (1),PH (1) CANDIDATE,PH (1) CANDIDATE SEX,PH (1) CANDIDATE AGE,PH (1) VOTE,PH (2),PH (2) CANDIDATE,PH (2) CANDIDATE SEX,PH (2) CANDIDATE AGE,PH (2) VOTE,PAS,PAS CANDIDATE,PAS CANDIDATE SEX,PAS CANDIDATE AGE,PAS VOTE,STAR,STAR CANDIDATE,STAR CANDIDATE SEX,STAR CANDIDATE AGE,STAR VOTE,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE SEX,PBDSB CANDIDATE AGE,PBDSB VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,CHECKER (VALID VOTE),CHECKER (TOTAL VOTE ISSUED)
P.193_N.04_193/04/06_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/06,BUNTAL,DEWAN SERBAGUNA SG. LUMUT,1,283,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,256,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,25,,,,,281,2,0,,
P.193_N.04_193/04/06_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/06,BUNTAL,SEK. KEB. KPG. BUNTAL,1,278,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,245,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,27,,,,,272,6,0,,
P.193_N.04_193/04/06_2,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/06,BUNTAL,SEK. KEB. KPG. BUNTAL,2,454,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,394,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,54,,,,,448,6,0,,
P.193_N.04_193/04/06_3,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/06,BUNTAL,SEK. KEB. KPG. BUNTAL,3,366,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,329,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,29,,,,,358,8,0,,
P.193_N.04_193/04/07_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/07,RAMPANGI,SEK. KEB. RAMPANGI,1,303,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,263,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,31,,,,,294,9,0,,
P.193_N.04_193/04/07_2,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/07,RAMPANGI,SEK. KEB. RAMPANGI,2,388,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,336,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,50,,,,,386,2,0,,
P.193_N.04_193/04/07_3,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/07,RAMPANGI,SEK. KEB. RAMPANGI,3,332,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,293,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,36,,,,,329,2,1,,
P.193_N.04_193/04/07_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/07,RAMPANGI,SEK. KEB. BANDAR SAMARIANG,1,268,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,241,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,26,,,,,267,1,0,,
P.193_N.04_193/04/07_2,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/07,RAMPANGI,SEK. KEB. BANDAR SAMARIANG,2,363,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,314,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,45,,,,,359,4,0,,
P.193_N.04_193/04/07_3,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/07,RAMPANGI,SEK. KEB. BANDAR SAMARIANG,3,267,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,234,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,30,,,,,264,3,0,,
P.193_N.04_193/04/08_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/08,SEJINJANG,SEK. KEB. PASIR PANDAK,1,264,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,217,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,41,,,,,258,6,0,,
P.193_N.04_193/04/08_2,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/08,SEJINJANG,SEK. KEB. PASIR PANDAK,2,291,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,232,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,56,,,,,288,3,0,,
P.193_N.04_193/04/09_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/09,ASTANA,SEK. KEB. KPG. GERSIK,1,220,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,193,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,22,,,,,215,5,0,,
P.193_N.04_193/04/09_2,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/09,ASTANA,SEK. KEB. KPG. GERSIK,2,428,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,343,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,77,,,,,420,8,0,,
P.193_N.04_193/04/09_3,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/09,ASTANA,SEK. KEB. KPG. GERSIK,3,401,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,312,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,80,,,,,392,9,0,,
P.193_N.04_193/04/09_4,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/09,ASTANA,SEK. KEB. KPG. GERSIK,4,323,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,265,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,55,,,,,320,3,0,,
P.193_N.04_193/04/09_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/09,ASTANA,DEWAN SERBAGUNA PANGLIMA SEMAN LAMA,1,249,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,195,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,51,,,,,246,3,0,,
P.193_N.04_193/04/09_2,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/09,ASTANA,DEWAN SERBAGUNA PANGLIMA SEMAN LAMA,2,273,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,214,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,56,,,,,270,3,0,,
P.193_N.04_193/04/09_3,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/09,ASTANA,DEWAN SERBAGUNA PANGLIMA SEMAN LAMA,3,241,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,187,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,51,,,,,238,3,0,,
P.193_N.04_193/04/10_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/10,DEMAK BARU,SEK. MEN. KEB. TUN ABANG HAJI OPENG,1,290,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,243,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,42,,,,,285,5,0,,
P.193_N.04_193/04/11_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/11,SEMARANG,SEK. KEB. PULO,1,476,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,414,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,57,,,,,471,5,0,,
P.193_N.04_193/04/11_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/11,SEMARANG,SEK. AGAMA AL FALAH AL ISLAMIYYAH KPG. PULO,1,266,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,228,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,27,,,,,255,11,0,,
P.193_N.04_193/04/11_2,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/11,SEMARANG,SEK. AGAMA AL FALAH AL ISLAMIYYAH KPG. PULO,2,465,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,375,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,78,,,,,453,12,0,,
P.193_N.04_193/04/11_3,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/11,SEMARANG,SEK. AGAMA AL FALAH AL ISLAMIYYAH KPG. PULO,3,414,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,367,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,42,,,,,409,5,0,,
P.193_N.04_193/04/12_1,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/12,BINTAWA,SEK. KEB. MATU BARU,1,256,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,235,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,13,,,,,248,8,0,,
P.193_N.04_193/04/12_2,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/12,BINTAWA,SEK. KEB. MATU BARU,2,450,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,410,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,36,,,,,446,4,0,,
P.193_N.04_193/04/12_3,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/12,BINTAWA,SEK. KEB. MATU BARU,3,450,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,394,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,50,,,,,444,6,0,,
P.193_N.04_193/04/12_4,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/12,BINTAWA,SEK. KEB. MATU BARU,4,399,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,361,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,28,,,,,389,10,0,,
P.193_N.04_193/04/12_5,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/12,BINTAWA,SEK. KEB. MATU BARU,5,375,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,333,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,36,,,,,369,6,0,,
P.193_N.04_193/04/12_6,SARAWAK,ORDINARY VOTE,P.193,SANTUBONG,N.04,PANTAI DAMAI,193/04/12,BINTAWA,SEK. KEB. MATU BARU,6,323,BN,DR HAJI ABDUL RAHMAN JUNAIDI,,,291,,,,,,,,,,,,,,,,,,,,,,,PH (2),ZAINAL ABIDIN YEPNI,,,23,,,,,314,9,0,,
